cProfile Syntax: python -m cProfile -s cumtime SPKF.py

SPKF.py cProfile

         16017338 function calls (15570273 primitive calls) in 69.671 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 dviread.py:773(PsfontsMap)
        1    0.000    0.000    0.000    0.000 figure.py:121(__init__)
        7    0.000    0.000    0.000    0.000 {method 'convert2' of 'ImagingCore' objects}
        1    0.000    0.000    0.000    0.000 backend_bases.py:149(RendererBase)
       27    0.000    0.000    0.000    0.000 text.py:218(_get_multialignment)
        1    0.000    0.000    0.000    0.000 calendar.py:52(_localized_month)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:46(<genexpr>)
        7    0.000    0.000    0.000    0.000 _base.py:2175(_deprecate_noninstance)
        1    0.000    0.000    0.000    0.000 _netcdf.py:98(netcdf_file)
        1    0.000    0.000    0.000    0.000 parse.py:147(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 legendre.py:1619(Legendre)
        1    0.000    0.000    0.000    0.000 _dok.py:23(dok_matrix)
        8    0.000    0.000    0.000    0.000 os.py:816(fsdecode)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:986(_set_tstate_lock)
       44    0.000    0.000    0.000    0.000 markers.py:352(get_alt_path)
       13    0.000    0.000    0.000    0.000 spines.py:582(__iter__)
       32    0.000    0.000    0.000    0.000 fromnumeric.py:2081(_clip_dispatcher)
        1    0.000    0.000    0.000    0.000 hb.py:361(HBMatrixType)
       10    0.000    0.000    0.000    0.000 rcsetup.py:544(_validate_greaterequal0_lessthan1)
       24    0.000    0.000    0.000    0.000 offsetbox.py:440(<listcomp>)
       64    0.000    0.000    0.000    0.000 axis.py:711(isDefault_minfmt)
        2    0.000    0.000    0.000    0.000 tokenize.py:327(find_cookie)
        1    0.000    0.000    0.000    0.000 _methods.py:66(_count_reduce_items)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:440(_setdef)
        1    0.000    0.000    0.000    0.000 _internal.py:240(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 __init__.py:902(createLock)
       32    0.000    0.000    0.000    0.000 axis.py:148(<dictcomp>)
        1    0.000    0.000    0.000    0.000 JpegPresets.py:1(<module>)
        5    0.000    0.000    0.000    0.000 legend_handler.py:166(get_xdata)
        1    0.000    0.000    0.000    0.000 extract.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lil.py:1(<module>)
        5    0.000    0.000    0.000    0.000 offsetbox.py:655(add_artist)
        7    0.000    0.000    0.000    0.000 _backend_tk.py:759(__init__)
        2    0.000    0.000    0.000    0.000 core.py:3379(_generateDefaultName)
       59    0.000    0.000    0.000    0.000 typing.py:219(<listcomp>)
        1    0.000    0.000    0.000    0.000 contour.py:678(ContourSet)
        2    0.000    0.000    0.000    0.000 {method 'getvar' of '_tkinter.tkapp' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:113(<listcomp>)
       44    0.000    0.000    0.000    0.000 lines.py:871(get_drawstyle)
        1    0.000    0.000    0.000    0.000 widgets.py:1814(_SelectorWidget)
       44    0.000    0.000    0.000    0.000 markers.py:285(get_capstyle)
        3    0.000    0.000    0.000    0.000 mathtext.py:406(__init__)
       64    0.000    0.000    0.000    0.000 axis.py:703(isDefault_minloc)
        1    0.000    0.000    0.000    0.000 __init__.py:1970(Wm)
       47    0.000    0.000    0.000    0.000 core.py:4087(<genexpr>)
        1    0.000    0.000    0.000    0.000 figure.py:2492(set_constrained_layout)
        4    0.000    0.000    0.000    0.000 axis.py:2236(get_minpos)
        1    0.000    0.000    0.000    0.000 figure.py:2726(get_size_inches)
        1    0.000    0.000    0.000    0.000 _deprecate.py:1(<module>)
       24    0.000    0.000    0.000    0.000 offsetbox.py:445(<listcomp>)
        7    0.000    0.000    0.000    0.000 ImageTk.py:153(__str__)
        1    0.000    0.000    0.000    0.000 core.py:4866(ZeroOrMore)
       24    0.000    0.000    0.000    0.000 offsetbox.py:449(<listcomp>)
        1    0.000    0.000    0.000    0.000 subprocess.py:700(Popen)
       23    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 re.py:314(_compile_repl)
        1    0.000    0.000    0.000    0.000 __init__.py:437(LibraryLoader)
        1    0.000    0.000    0.000    0.000 __init__.py:1259(winfo_toplevel)
        3    0.000    0.000    0.000    0.000 {built-in method _winapi.DuplicateHandle}
        2    0.000    0.000    0.000    0.000 arrayprint.py:503(decorating_function)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1790(close_event)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        8    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
       16    0.000    0.000    0.000    0.000 axis.py:721(get_remove_overlapping_locs)
       23    0.000    0.000    0.000    0.000 overrides.py:196(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 tempfile.py:782(TemporaryDirectory)
       17    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        2    0.000    0.000    0.000    0.000 _internal.py:304(data)
        1    0.000    0.000    0.000    0.000 _netcdf.py:801(netcdf_variable)
        9    0.000    0.000    0.000    0.000 __init__.py:44(__init__)
       42    0.000    0.000    0.000    0.000 results.py:262(haskeys)
       44    0.000    0.000    0.000    0.000 markers.py:282(get_joinstyle)
        1    0.000    0.000    0.000    0.000 ast.py:82(_convert)
        2    0.000    0.000    0.000    0.000 glob.py:26(iglob)
        4    0.000    0.000    0.000    0.000 deprecation.py:160(__get__)
        9    0.000    0.000    0.000    0.000 text.py:365(<listcomp>)
       11    0.000    0.000    0.000    0.000 dataclasses.py:646(_is_classvar)
       21    0.000    0.000    0.000    0.000 core.py:3627(recurse)
        1    0.000    0.000    0.000    0.000 defchararray.py:1804(chararray)
        1    0.000    0.000    0.000    0.000 polar.py:18(PolarTransform)
       14    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        6    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 platform.py:767(uname_result)
        1    0.000    0.000    0.000    0.000 ImageChops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:3045(QuotedString)
        4    0.000    0.000    0.000    0.000 figure.py:231(<lambda>)
       35    0.000    0.000    0.000    0.000 multiarray.py:664(result_type)
        1    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        1    0.000    0.000    0.000    0.000 figure.py:2917(add_axobserver)
        1    0.000    0.000    0.000    0.000 proj3d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 figure.py:51(_AxesStack)
       42    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 __init__.py:567(__init__)
       23    0.000    0.000    0.000    0.000 __init__.py:4041(__str__)
        1    0.000    0.000    0.000    0.000 threading.py:568(set)
        1    0.000    0.000    0.000    0.000 figure.py:1980(_set_artist_props)
        1    0.000    0.000    0.000    0.000 triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tight_bbox.py:1(<module>)
        8    0.000    0.000    0.000    0.000 rrule.py:77(<genexpr>)
        4    0.000    0.000    0.000    0.000 contextlib.py:514(_push_exit_callback)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        2    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
        1    0.000    0.000    0.000    0.000 core.py:4983(SkipTo)
        1    0.000    0.000    0.000    0.000 tz.py:874(tzrange)
        4    0.000    0.000    0.000    0.000 figure.py:71(_entry_from_axes)
        6    0.000    0.000    0.000    0.000 rcsetup.py:174(_make_type_validator)
        7    0.000    0.000    0.000    0.000 Image.py:3022(_decompression_bomb_check)
        1    0.000    0.000    0.000    0.000 sre_parse.py:981(parse_template)
       12    0.000    0.000    0.000    0.000 text.py:517(_update_clip_properties)
        1    0.000    0.000    0.000    0.000 legend_handler.py:657(__init__)
        4    0.000    0.000    0.000    0.000 sre_parse.py:259(getwhile)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
       31    0.000    0.000    0.000    0.000 core.py:4370(recurse)
        1    0.000    0.000    0.000    0.000 axis.py:407(XTick)
       53    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 figure.py:1987(SubFigure)
        3    0.000    0.000    0.000    0.000 legend_handler.py:453(__init__)
        1    0.000    0.000    0.000    0.000 tritools.py:11(TriAnalyzer)
       32    0.000    0.000    0.000    0.000 fromnumeric.py:2574(_ptp_dispatcher)
        1    0.000    0.000    0.000    0.000 core.py:2613(Word)
        1    0.000    0.000    0.000    0.000 core.py:5509(__init__)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
        2    0.000    0.000    0.000    0.000 _pep440.py:165(LegacyVersion)
        1    0.000    0.000    0.000    0.000 core.py:2354(Keyword)
       12    0.000    0.000    0.000    0.000 docstring.py:31(__init__)
       32    0.000    0.000    0.000    0.000 ticker.py:560(set_useMathText)
        1    0.000    0.000    0.000    0.000 collections.py:946(_CollectionWithSizes)
       44    0.000    0.000    0.000    0.000 markers.py:336(get_path)
        2    0.000    0.000    0.000    0.000 _pylab_helpers.py:99(get_all_fig_managers)
        8    0.000    0.000    0.000    0.000 offsetbox.py:180(<listcomp>)
        1    0.000    0.000    0.000    0.000 gridspec.py:27(GridSpecBase)
        1    0.000    0.000    0.000    0.000 threading.py:816(Thread)
        1    0.000    0.000    0.000    0.000 core.py:6480(MaskedConstant)
        4    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        1    0.000    0.000    0.000    0.000 _data.py:19(_data_matrix)
       44    0.000    0.000    0.000    0.000 markers.py:288(get_marker)
       43    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       34    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 datetime.py:1239(__new__)
        4    0.000    0.000    0.000    0.000 __init__.py:1710(getEffectiveLevel)
        6    0.000    0.000    0.000    0.000 __init__.py:817(__init__)
        1    0.000    0.000    0.000    0.000 image.py:1189(PcolorImage)
        1    0.000    0.000    0.000    0.000 offsetbox.py:932(AnchoredOffsetbox)
        4    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        2    0.000    0.000    0.000    0.000 transforms.py:2644(__init__)
        1    0.000    0.000    0.000    0.000 afm.py:358(AFM)
        1    0.000    0.000    0.000    0.000 _base.py:212(_process_plot_var_args)
        4    0.000    0.000    0.000    0.000 axis.py:2500(get_minpos)
        1    0.000    0.000    0.000    0.000 datetime.py:762(date)
        2    0.000    0.000    0.000    0.000 _internal.py:250(__init__)
        5    0.000    0.000    0.000    0.000 version.py:69(__lt__)
        8    0.000    0.000    0.000    0.000 core.py:4773(stopOn)
       12    0.000    0.000    0.000    0.000 legend_handler.py:63(__init__)
        9    0.000    0.000    0.000    0.000 _internal.py:890(<genexpr>)
       22    0.000    0.000    0.000    0.000 core.py:3361(<genexpr>)
        8    0.000    0.000    0.000    0.000 fontconfig_pattern.py:144(_name)
        1    0.000    0.000    0.000    0.000 core.py:3321(White)
        1    0.000    0.000    0.000    0.000 __init__.py:410(_register)
        2    0.000    0.000    0.000    0.000 {method 'Close' of 'PyHKEY' objects}
       14    0.000    0.000    0.000    0.000 text.py:368(<listcomp>)
        1    0.000    0.000    0.000    0.000 socket.py:662(SocketIO)
        1    0.000    0.000    0.000    0.000 cycler.py:104(Cycler)
        4    0.000    0.000    0.000    0.000 _base.py:2422(_unit_change_handler)
        1    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        3    0.000    0.000    0.000    0.000 _pylab_helpers.py:56(<genexpr>)
        6    0.000    0.000    0.000    0.000 figure.py:230(<genexpr>)
        1    0.000    0.000    0.000    0.000 win.py:125(tzwinbase)
        5    0.000    0.000    0.000    0.000 datetime.py:384(_check_date_fields)
       11    0.000    0.000    0.000    0.000 results.py:247(__iter__)
        7    0.000    0.000    0.000    0.000 fractions.py:276(_operator_fallbacks)
       20    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
        1    0.000    0.000    0.000    0.000 random.py:826(getrandbits)
       40    0.000    0.000    0.000    0.000 colors.py:282(<genexpr>)
        1    0.000    0.000    0.000    0.000 figure.py:116(SubplotParams)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
       11    0.000    0.000    0.000    0.000 dataclasses.py:438(_field_assign)
       36    0.000    0.000    0.000    0.000 core.py:4099(<genexpr>)
       23    0.000    0.000    0.000    0.000 traceback.py:298(__len__)
        1    0.000    0.000    0.000    0.000 backend_tools.py:703(ToolZoom)
       12    0.000    0.000    0.000    0.000 patches.py:2181(<genexpr>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:149(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:10(SecondaryAxis)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 __init__.py:1420(Logger)
        4    0.000    0.000    0.000    0.000 transforms.py:981(x1)
        1    0.000    0.000    0.000    0.000 core.py:4591(PrecededBy)
        1    0.000    0.000    0.000    0.000 axis.py:31(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1795(LoggerAdapter)
        3    0.000    0.000    0.000    0.000 rcsetup.py:395(_validate_mathtext_fallback)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
       36    0.000    0.000    0.000    0.000 axis.py:387(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:3562(Text)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        1    0.000    0.000    0.000    0.000 stackplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1460(quit)
       21    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
